Date,Ranking,NationalTeam
Feb-03,37,Colombia
Feb-03,40,Honduras
Feb-03,41,Switzerland
Feb-03,47,Australia
Feb-03,48,Greece
Feb-03,59,Ghana
Feb-03,65,Algeria
Feb-03,66,Ivory Coast
Feb-03,79,Chile
Feb-03,87,Bosnia-Herzegovina
Mar-03,1,Brazil
Mar-03,2,Spain
Mar-03,3,France
Mar-03,4,Argentina
Mar-03,5,Germany
Mar-03,6,Netherlands
Mar-03,8,Mexico
Mar-03,9,England
Mar-03,10,United States
Mar-03,12,Portugal
Mar-03,13,Italy
Mar-03,16,Belgium
Mar-03,17,Cameroon
Mar-03,19,South Korea
Mar-03,21,Costa Rica
Mar-03,22,Russia
Mar-03,25,Japan
Mar-03,27,Uruguay
Mar-03,29,Ecuador
Mar-03,30,Nigeria
Mar-03,32,Iran
Mar-03,34,Croatia
Mar-03,37,Colombia
Mar-03,39,Honduras
Mar-03,41,Switzerland
Mar-03,45,Australia
Mar-03,48,Greece
Mar-03,61,Ghana
Mar-03,67,Algeria
Mar-03,68,Ivory Coast
Mar-03,77,Chile
Mar-03,88,Bosnia-Herzegovina
Apr-03,1,Brazil
Apr-03,2,Spain
Apr-03,3,France
Apr-03,4,Germany
Apr-03,5,Netherlands
Apr-03,6,Argentina
Apr-03,7,England
Apr-03,9,Mexico
Apr-03,10,United States
Apr-03,12,Portugal
Apr-03,14,Italy
Apr-03,16,Belgium
Apr-03,17,Cameroon
Apr-03,18,Costa Rica
Apr-03,21,South Korea
Apr-03,24,Russia
Apr-03,25,Japan
Apr-03,26,Croatia
Apr-03,27,Uruguay
Apr-03,32,Nigeria
Apr-03,33,Ecuador
Apr-03,34,Iran
Apr-03,35,Colombia
Apr-03,40,Honduras
Apr-03,43,Switzerland
Apr-03,46,Greece
Apr-03,48,Australia
Apr-03,64,Ghana
Apr-03,67,Ivory Coast
Apr-03,70,Algeria
Apr-03,72,Bosnia-Herzegovina
Apr-03,80,Chile
May-03,1,Brazil
May-03,2,Spain
May-03,3,France
May-03,4,Germany
May-03,5,Argentina
May-03,6,Netherlands
May-03,7,England
May-03,9,Mexico
May-03,10,United States
May-03,12,Italy
May-03,14,Portugal
May-03,16,Belgium
May-03,17,Costa Rica
May-03,18,Cameroon
May-03,21,South Korea
May-03,23,Japan
May-03,25,Russia
May-03,26,Croatia
May-03,28,Uruguay
May-03,32,Nigeria
May-03,33,Ecuador
May-03,34,Iran
May-03,37,Honduras
May-03,39,Colombia
May-03,43,Switzerland
May-03,45,Greece
May-03,49,Australia
May-03,60,Ivory Coast
May-03,66,Algeria
May-03,67,Ghana
May-03,72,Bosnia-Herzegovina
May-03,73,Chile
Jun-03,1,Brazil
Jun-03,2,France
Jun-03,3,Spain
Jun-03,4,Argentina
Jun-03,5,Netherlands
Jun-03,6,Germany
Jun-03,8,England
Jun-03,9,United States
Jun-03,11,Mexico
Jun-03,12,Italy
Jun-03,15,Portugal
Jun-03,16,Cameroon
Jun-03,17,Belgium
Jun-03,19,Costa Rica
Jun-03,22,Colombia
Jun-03,24,South Korea
Jun-03,25,Japan
Jun-03,26,Croatia
Jun-03,30,Russia
Jun-03,31,Nigeria
Jun-03,32,Uruguay
Jun-03,35,Greece
Jun-03,36,Ecuador
Jun-03,40,Switzerland
Jun-03,41,Iran
Jun-03,43,Honduras
Jun-03,50,Australia
Jun-03,52,Ivory Coast
Jun-03,68,Algeria
Jun-03,69,Ghana
Jun-03,71,Chile
Jun-03,75,Bosnia-Herzegovina
Jul-03,1,Brazil
Jul-03,2,France
Jul-03,3,Spain
Jul-03,4,Netherlands
Jul-03,5,Mexico
Jul-03,6,Argentina
Jul-03,8,Germany
Jul-03,9,United States
Jul-03,10,England
Jul-03,12,Cameroon
Jul-03,14,Italy
Jul-03,16,Portugal
Jul-03,17,Costa Rica
Jul-03,18,Belgium
Jul-03,22,Colombia
Jul-03,24,Japan
Jul-03,25,Croatia
Jul-03,26,Uruguay
Jul-03,27,South Korea
Jul-03,29,Nigeria
Jul-03,32,Russia
Jul-03,34,Greece
Jul-03,38,Ecuador
Jul-03,40,Switzerland
Jul-03,41,Honduras
Jul-03,42,Iran
Jul-03,52,Ivory Coast
Jul-03,63,Australia
Jul-03,69,Algeria
Jul-03,71,Ghana
Jul-03,74,Chile
Jul-03,80,Bosnia-Herzegovina
Aug-03,1,Brazil
Aug-03,2,France
Aug-03,3,Spain
Aug-03,4,Netherlands
Aug-03,5,Mexico
Aug-03,6,Argentina
Aug-03,8,England
Aug-03,9,United States
Aug-03,10,Germany
Aug-03,11,Italy
Aug-03,14,Cameroon
Aug-03,16,Portugal
Aug-03,17,Costa Rica
Aug-03,18,Belgium
Aug-03,23,Japan
Aug-03,24,Colombia
Aug-03,25,Uruguay
Aug-03,26,Croatia
Aug-03,27,Nigeria
Aug-03,29,South Korea
Aug-03,31,Greece
Aug-03,37,Ecuador
Aug-03,38,Russia
Aug-03,40,Honduras
Aug-03,41,Switzerland
Aug-03,47,Iran
Aug-03,54,Ivory Coast
Aug-03,68,Australia
Aug-03,70,Algeria
Aug-03,73,Chile
Aug-03,75,Ghana
Aug-03,77,Bosnia-Herzegovina
Sep-03,1,Brazil
Sep-03,2,France
Sep-03,3,Spain
Sep-03,4,Argentina
Sep-03,5,Mexico
Sep-03,6,England
Sep-03,7,Netherlands
Sep-03,9,Germany
Sep-03,11,United States
Sep-03,12,Italy
Sep-03,13,Cameroon
Sep-03,16,Belgium
Sep-03,17,Portugal
Sep-03,19,Costa Rica
Sep-03,22,Uruguay
Sep-03,23,Croatia
Sep-03,24,Japan
Sep-03,26,Greece
Sep-03,28,Colombia
Sep-03,29,Russia
Sep-03,30,Nigeria
Sep-03,34,Ecuador
Sep-03,39,South Korea
Sep-03,41,Honduras
Sep-03,44,Switzerland
Sep-03,45,Iran
Sep-03,59,Chile
Sep-03,60,Bosnia-Herzegovina
Sep-03,61,Ivory Coast
Sep-03,63,Australia
Sep-03,71,Algeria
Sep-03,75,Ghana
Oct-03,1,Brazil
Oct-03,2,France
Oct-03,3,Spain
Oct-03,4,Argentina
Oct-03,5,Netherlands
Oct-03,6,England
Oct-03,7,Germany
Oct-03,8,Italy
Oct-03,9,Mexico
Oct-03,12,United States
Oct-03,13,Cameroon
Oct-03,16,Belgium
Oct-03,17,Portugal
Oct-03,19,Costa Rica
Oct-03,20,Croatia
Oct-03,22,Uruguay
Oct-03,23,South Korea
Oct-03,25,Japan
Oct-03,27,Greece
Oct-03,28,Russia
Oct-03,32,Nigeria
Oct-03,35,Ecuador
Oct-03,36,Colombia
Oct-03,42,Iran
Oct-03,43,Switzerland
Oct-03,44,Honduras
Oct-03,53,Bosnia-Herzegovina
Oct-03,61,Chile
Oct-03,62,Algeria
Oct-03,64,Ivory Coast
Oct-03,75,Australia
Oct-03,82,Ghana
Nov-03,1,Brazil
Nov-03,2,France
Nov-03,3,Spain
Nov-03,4,Argentina
Nov-03,5,Mexico
Nov-03,6,Netherlands
Nov-03,8,England
Nov-03,9,Germany
Nov-03,11,Italy
Nov-03,12,United States
Nov-03,14,Cameroon
Nov-03,16,Belgium
Nov-03,18,Portugal
Nov-03,19,Costa Rica
Nov-03,20,Croatia
Nov-03,21,Uruguay
Nov-03,22,South Korea
Nov-03,28,Japan
Nov-03,29,Russia
Nov-03,30,Greece
Nov-03,33,Nigeria
Nov-03,35,Iran
Nov-03,36,Ecuador
Nov-03,41,Colombia
Nov-03,43,Switzerland
Nov-03,45,Honduras
Nov-03,54,Bosnia-Herzegovina
Nov-03,61,Algeria
Nov-03,66,Ivory Coast
Nov-03,70,Chile
Nov-03,78,Australia
Nov-03,79,Ghana
Dec-03,1,Brazil
Dec-03,2,France
Dec-03,3,Spain
Dec-03,4,Netherlands
Dec-03,5,Argentina
Dec-03,7,Mexico
Dec-03,9,England
Dec-03,10,Italy
Dec-03,11,United States
Dec-03,12,Germany
Dec-03,15,Cameroon
Dec-03,16,Belgium
Dec-03,17,Costa Rica
Dec-03,18,Portugal
Dec-03,20,Croatia
Dec-03,21,Uruguay
Dec-03,23,South Korea
Dec-03,24,Russia
Dec-03,28,Iran
Dec-03,29,Japan
Dec-03,30,Greece
Dec-03,35,Nigeria
Dec-03,37,Ecuador
Dec-03,39,Colombia
Dec-03,44,Switzerland
Dec-03,49,Honduras
Dec-03,59,Bosnia-Herzegovina
Dec-03,63,Algeria
Dec-03,70,Ivory Coast
Dec-03,79,Ghana
Dec-03,80,Chile
Dec-03,82,Australia
Jan-04,1,Brazil
Jan-04,2,France
Jan-04,3,Spain
Jan-04,4,Netherlands
Jan-04,5,Argentina
Jan-04,7,Mexico
Jan-04,9,England
Jan-04,10,Italy
Jan-04,11,United States
Jan-04,12,Germany
Jan-04,14,Cameroon
Jan-04,16,Belgium
Jan-04,17,Costa Rica
Jan-04,18,Portugal
Jan-04,20,Croatia
Jan-04,21,Uruguay
Jan-04,22,South Korea
Jan-04,24,Russia
Jan-04,28,Iran
Jan-04,29,Japan
Jan-04,30,Greece
Jan-04,35,Nigeria
Jan-04,37,Ecuador
Jan-04,39,Colombia
Jan-04,44,Switzerland
Jan-04,47,Honduras
Jan-04,58,Bosnia-Herzegovina
Jan-04,63,Algeria
Jan-04,70,Ivory Coast
Jan-04,79,Ghana
Jan-04,80,Chile
Jan-04,81,Australia
Feb-04,1,Brazil
Feb-04,2,France
Feb-04,3,Spain
Feb-04,4,Netherlands
Feb-04,5,Mexico
Feb-04,6,Argentina
Feb-04,7,England
Feb-04,10,Italy
Feb-04,11,United States
Feb-04,12,Germany
Feb-04,13,Cameroon
Feb-04,16,Belgium
Feb-04,17,Portugal
Feb-04,18,Costa Rica
Feb-04,19,Croatia
Feb-04,21,Nigeria
Feb-04,22,Uruguay
Feb-04,23,South Korea
Feb-04,25,Russia
Feb-04,28,Japan
Feb-04,31,Iran
Feb-04,36,Greece
Feb-04,40,Ecuador
Feb-04,41,Colombia
Feb-04,45,Switzerland
Feb-04,50,Honduras
Feb-04,52,Algeria
Feb-04,61,Bosnia-Herzegovina
Feb-04,72,Ivory Coast
Feb-04,80,Ghana
Feb-04,81,Chile
Feb-04,83,Australia
Mar-04,1,Brazil
Mar-04,2,France
Mar-04,3,Spain
Mar-04,4,Netherlands
Mar-04,5,Mexico
Mar-04,6,Argentina
Mar-04,7,England
Mar-04,10,Germany
Mar-04,11,Italy
Mar-04,12,United States
Mar-04,13,Cameroon
Mar-04,16,Belgium
Mar-04,17,Portugal
Mar-04,18,Costa Rica
Mar-04,19,Nigeria
Mar-04,20,Croatia
Mar-04,22,South Korea
Mar-04,23,Uruguay
Mar-04,25,Iran
Mar-04,27,Japan
Mar-04,29,Russia
Mar-04,34,Greece
Mar-04,40,Ecuador
Mar-04,41,Colombia
Mar-04,45,Switzerland
Mar-04,50,Honduras
Mar-04,53,Algeria
Mar-04,62,Bosnia-Herzegovina
Mar-04,75,Ivory Coast
Mar-04,80,Chile
Mar-04,83,Ghana
Mar-04,85,Australia
Apr-04,1,Brazil
Apr-04,2,France
Apr-04,3,Spain
Apr-04,4,Mexico
Apr-04,5,Argentina
Apr-04,6,Netherlands
Apr-04,7,Germany
Apr-04,10,England
Apr-04,11,Italy
Apr-04,12,United States
Apr-04,13,Cameroon
Apr-04,16,Belgium
Apr-04,17,Iran
Apr-04,18,Portugal
Apr-04,19,Costa Rica
Apr-04,20,South Korea
Apr-04,21,Nigeria
Apr-04,24,Croatia
Apr-04,25,Uruguay
Apr-04,26,Japan
Apr-04,29,Russia
Apr-04,33,Greece
Apr-04,37,Colombia
Apr-04,41,Ecuador
Apr-04,47,Switzerland
Apr-04,52,Honduras
Apr-04,54,Algeria
Apr-04,63,Bosnia-Herzegovina
Apr-04,71,Chile
Apr-04,75,Ivory Coast
Apr-04,84,Ghana
Apr-04,86,Australia
May-04,1,Brazil
May-04,2,France
May-04,3,Spain
May-04,4,Netherlands
May-04,5,Argentina
May-04,6,Mexico
May-04,8,United States
May-04,9,Germany
May-04,11,Italy
May-04,12,Cameroon
May-04,13,England
May-04,16,Nigeria
May-04,17,Belgium
May-04,18,Iran
May-04,19,South Korea
May-04,20,Portugal
May-04,22,Costa Rica
May-04,25,Croatia
May-04,26,Japan
May-04,28,Uruguay
May-04,30,Russia
May-04,35,Greece
May-04,36,Colombia
May-04,41,Ecuador
May-04,47,Switzerland
May-04,51,Honduras
May-04,53,Algeria
May-04,61,Bosnia-Herzegovina
May-04,75,Ivory Coast
May-04,77,Chile
May-04,84,Ghana
May-04,89,Australia
Jun-04,1,Brazil
Jun-04,2,France
Jun-04,3,Spain
Jun-04,4,Mexico
Jun-04,5,Argentina
Jun-04,6,Netherlands
Jun-04,8,Germany
Jun-04,9,United States
Jun-04,10,Italy
Jun-04,12,Cameroon
Jun-04,13,England
Jun-04,16,Nigeria
Jun-04,17,Belgium
Jun-04,19,Iran
Jun-04,20,Croatia
Jun-04,21,South Korea
Jun-04,22,Portugal
Jun-04,23,Japan
Jun-04,26,Costa Rica
Jun-04,30,Uruguay
Jun-04,32,Russia
Jun-04,35,Greece
Jun-04,37,Colombia
Jun-04,38,Ecuador
Jun-04,47,Switzerland
Jun-04,49,Australia
Jun-04,52,Algeria
Jun-04,55,Honduras
Jun-04,64,Bosnia-Herzegovina
Jun-04,65,Chile
Jun-04,69,Ivory Coast
Jun-04,89,Ghana
Jul-04,1,Brazil
Jul-04,2,France
Jul-04,3,Spain
Jul-04,5,Netherlands
Jul-04,6,Mexico
Jul-04,7,United States
Jul-04,8,England
Jul-04,9,Italy
Jul-04,11,Argentina
Jul-04,12,Portugal
Jul-04,13,Germany
Jul-04,14,Greece
Jul-04,16,Cameroon
Jul-04,18,Nigeria
Jul-04,20,South Korea
Jul-04,21,Iran
Jul-04,23,Croatia
Jul-04,24,Japan
Jul-04,25,Belgium
Jul-04,26,Russia
Jul-04,30,Costa Rica
Jul-04,33,Uruguay
Jul-04,36,Colombia
Jul-04,37,Ecuador
Jul-04,45,Switzerland
Jul-04,52,Australia
Jul-04,54,Honduras
Jul-04,57,Algeria
Jul-04,62,Ivory Coast
Jul-04,66,Chile
Jul-04,72,Ghana
Jul-04,73,Bosnia-Herzegovina
Aug-04,1,Brazil
Aug-04,2,France
Aug-04,3,Spain
Aug-04,4,Argentina
Aug-04,6,Netherlands
Aug-04,7,England
Aug-04,8,Mexico
Aug-04,9,Italy
Aug-04,11,United States
Aug-04,12,Portugal
Aug-04,13,Germany
Aug-04,14,Greece
Aug-04,16,Cameroon
Aug-04,18,Nigeria
Aug-04,19,Uruguay
Aug-04,20,Japan
Aug-04,22,South Korea
Aug-04,24,Iran
Aug-04,25,Croatia
Aug-04,27,Russia
Aug-04,28,Colombia
Aug-04,29,Costa Rica
Aug-04,31,Belgium
Aug-04,39,Ecuador
Aug-04,47,Switzerland
Aug-04,57,Australia
Aug-04,58,Algeria
Aug-04,59,Honduras
Aug-04,64,Ivory Coast
Aug-04,67,Chile
Aug-04,70,Ghana
Aug-04,76,Bosnia-Herzegovina
Sep-04,1,Brazil
Sep-04,2,France
Sep-04,3,Spain
Sep-04,4,Argentina
Sep-04,6,Netherlands
Sep-04,7,England
Sep-04,8,Mexico
Sep-04,9,Italy
Sep-04,10,United States
Sep-04,11,Portugal
Sep-04,12,Germany
Sep-04,14,Greece
Sep-04,17,Cameroon
Sep-04,18,Japan
Sep-04,19,Uruguay
Sep-04,20,Nigeria
Sep-04,21,Iran
Sep-04,24,South Korea
Sep-04,25,Croatia
Sep-04,26,Russia
Sep-04,28,Colombia
Sep-04,30,Belgium
Sep-04,34,Costa Rica
Sep-04,42,Ecuador
Sep-04,47,Honduras
Sep-04,49,Switzerland
Sep-04,58,Ivory Coast
Sep-04,59,Australia
Sep-04,62,Algeria
Sep-04,66,Chile
Sep-04,70,Bosnia-Herzegovina
Sep-04,74,Ghana
Oct-04,1,Brazil
Oct-04,2,France
Oct-04,3,Argentina
Oct-04,4,Spain
Oct-04,5,Netherlands
Oct-04,7,England
Oct-04,8,Portugal
Oct-04,9,Italy
Oct-04,10,Mexico
Oct-04,11,United States
Oct-04,13,Germany
Oct-04,16,Greece
Oct-04,17,Uruguay
Oct-04,18,Nigeria
Oct-04,19,Japan
Oct-04,20,Iran
Oct-04,21,Cameroon
Oct-04,23,Croatia
Oct-04,25,South Korea
Oct-04,28,Colombia
Oct-04,32,Costa Rica
Oct-04,33,Russia
Oct-04,35,Belgium
Oct-04,42,Switzerland
Oct-04,46,Ivory Coast
Oct-04,48,Ecuador
Oct-04,53,Honduras
Oct-04,65,Australia
Oct-04,66,Algeria
Oct-04,72,Ghana
Oct-04,79,Chile
Oct-04,81,Bosnia-Herzegovina
Nov-04,1,Brazil
Nov-04,2,France
Nov-04,3,Argentina
Nov-04,4,Spain
Nov-04,6,Netherlands
Nov-04,7,England
Nov-04,8,Mexico
Nov-04,9,Portugal
Nov-04,10,Italy
Nov-04,11,United States
Nov-04,16,Germany
Nov-04,17,Greece
Nov-04,18,Japan
Nov-04,19,Uruguay
Nov-04,20,Iran
Nov-04,21,Nigeria
Nov-04,22,Cameroon
Nov-04,23,Croatia
Nov-04,24,South Korea
Nov-04,27,Costa Rica
Nov-04,28,Colombia
Nov-04,33,Russia
Nov-04,38,Belgium
Nov-04,42,Ivory Coast
Nov-04,44,Ecuador
Nov-04,46,Switzerland
Nov-04,49,Australia
Nov-04,58,Honduras
Nov-04,70,Algeria
Nov-04,75,Ghana
Nov-04,79,Bosnia-Herzegovina
Nov-04,80,Chile
Dec-04,1,Brazil
Dec-04,2,France
Dec-04,3,Argentina
Dec-04,5,Spain
Dec-04,6,Netherlands
Dec-04,7,Mexico
Dec-04,8,England
Dec-04,9,Portugal
Dec-04,10,Italy
Dec-04,11,United States
Dec-04,16,Uruguay
Dec-04,17,Japan
Dec-04,18,Greece
Dec-04,19,Germany
Dec-04,20,Iran
Dec-04,21,Nigeria
Dec-04,22,South Korea
Dec-04,23,Cameroon
Dec-04,24,Croatia
Dec-04,26,Colombia
Dec-04,27,Costa Rica
Dec-04,32,Russia
Dec-04,39,Ecuador
Dec-04,40,Ivory Coast
Dec-04,45,Belgium
Dec-04,52,Switzerland
Dec-04,58,Australia
Dec-04,59,Honduras
Dec-04,73,Algeria
Dec-04,74,Chile
Dec-04,77,Ghana
Dec-04,79,Bosnia-Herzegovina
Jan-05,1,Brazil
Jan-05,2,France
Jan-05,3,Argentina
Jan-05,5,Spain
Jan-05,6,Netherlands
Jan-05,7,Mexico
Jan-05,8,England
Jan-05,9,Portugal
Jan-05,10,Italy
Jan-05,11,United States
Jan-05,16,Germany
Jan-05,17,Uruguay
Jan-05,18,Greece
Jan-05,19,Japan
Jan-05,20,Iran
Jan-05,21,South Korea
Jan-05,22,Nigeria
Jan-05,23,Cameroon
Jan-05,24,Croatia
Jan-05,26,Colombia
Jan-05,27,Costa Rica
Jan-05,32,Russia
Jan-05,39,Ecuador
Jan-05,41,Ivory Coast
Jan-05,44,Belgium
Jan-05,52,Switzerland
Jan-05,58,Australia
Jan-05,59,Honduras
Jan-05,74,Algeria
Jan-05,75,Chile
Jan-05,77,Ghana
Jan-05,79,Bosnia-Herzegovina
Feb-05,1,Brazil
Feb-05,2,France
Feb-05,3,Argentina
Feb-05,5,Spain
Feb-05,6,Mexico
Feb-05,7,Netherlands
Feb-05,8,England
Feb-05,9,Portugal
Feb-05,10,Italy
Feb-05,11,United States
Feb-05,13,Greece
Feb-05,17,Germany
Feb-05,18,Japan
Feb-05,19,Uruguay
Feb-05,20,Iran
Feb-05,21,South Korea
Feb-05,22,Nigeria
Feb-05,23,Cameroon
Feb-05,24,Croatia
Feb-05,26,Colombia
Feb-05,27,Costa Rica
Feb-05,33,Russia
Feb-05,37,Ecuador
Feb-05,41,Ivory Coast
Feb-05,44,Belgium
Feb-05,49,Switzerland
Feb-05,58,Australia
Feb-05,59,Honduras
Feb-05,74,Chile
Feb-05,75,Algeria
Feb-05,78,Bosnia-Herzegovina
Feb-05,79,Ghana
Mar-05,1,Brazil
Mar-05,2,France
Mar-05,3,Argentina
Mar-05,5,Spain
Mar-05,6,Mexico
Mar-05,7,Netherlands
Mar-05,8,England
Mar-05,9,Portugal
Mar-05,10,Italy
Mar-05,11,United States
Mar-05,14,Greece
Mar-05,16,Uruguay
Mar-05,18,Germany
Mar-05,19,Japan
Mar-05,20,Iran
Mar-05,21,Costa Rica
Mar-05,22,South Korea
Mar-05,23,Nigeria
Mar-05,24,Croatia
Mar-05,25,Cameroon
Mar-05,26,Colombia
Mar-05,33,Russia
Mar-05,36,Ecuador
Mar-05,42,Ivory Coast
Mar-05,49,Switzerland
Mar-05,50,Honduras
Mar-05,51,Belgium
Mar-05,59,Australia
Mar-05,74,Chile
Mar-05,75,Algeria
Mar-05,77,Bosnia-Herzegovina
Mar-05,79,Ghana
Apr-05,1,Brazil
Apr-05,3,Argentina
Apr-05,4,France
Apr-05,5,Netherlands
Apr-05,6,England
Apr-05,7,Spain
Apr-05,8,Mexico
Apr-05,9,Portugal
Apr-05,10,Italy
Apr-05,11,United States
Apr-05,12,Greece
Apr-05,16,Uruguay
Apr-05,17,Japan
Apr-05,19,Iran
Apr-05,20,Germany
Apr-05,21,Croatia
Apr-05,22,Costa Rica
Apr-05,23,South Korea
Apr-05,24,Nigeria
Apr-05,26,Cameroon
Apr-05,27,Colombia
Apr-05,31,Russia
Apr-05,34,Ecuador
Apr-05,41,Belgium
Apr-05,44,Ivory Coast
Apr-05,45,Switzerland
Apr-05,51,Honduras
Apr-05,56,Australia
Apr-05,76,Algeria
Apr-05,77,Chile
Apr-05,78,Ghana
Apr-05,81,Bosnia-Herzegovina
May-05,1,Brazil
May-05,3,Argentina
May-05,4,France
May-05,5,Netherlands
May-05,6,England
May-05,7,Mexico
May-05,8,Spain
May-05,9,Portugal
May-05,10,Italy
May-05,11,United States
May-05,12,Greece
May-05,16,Uruguay
May-05,17,Japan
May-05,18,Iran
May-05,20,Germany
May-05,21,Costa Rica
May-05,22,Croatia
May-05,23,South Korea
May-05,25,Nigeria
May-05,26,Cameroon
May-05,28,Colombia
May-05,30,Russia
May-05,34,Ecuador
May-05,42,Belgium
May-05,44,Ivory Coast
May-05,45,Switzerland
May-05,50,Honduras
May-05,56,Australia
May-05,75,Ghana
May-05,76,Chile
May-05,77,Algeria
May-05,81,Bosnia-Herzegovina
Jun-05,1,Brazil
Jun-05,3,Argentina
Jun-05,4,Netherlands
Jun-05,5,France
Jun-05,6,Mexico
Jun-05,7,England
Jun-05,8,Portugal
Jun-05,9,Spain
Jun-05,10,United States
Jun-05,11,Italy
Jun-05,13,Greece
Jun-05,17,Iran
Jun-05,18,Japan
Jun-05,19,Uruguay
Jun-05,20,South Korea
Jun-05,21,Germany
Jun-05,22,Croatia
Jun-05,24,Costa Rica
Jun-05,25,Colombia
Jun-05,26,Cameroon
Jun-05,27,Russia
Jun-05,29,Nigeria
Jun-05,34,Ecuador
Jun-05,42,Switzerland
Jun-05,46,Ivory Coast
Jun-05,47,Belgium
Jun-05,50,Honduras
Jun-05,57,Australia
Jun-05,76,Ghana
Jun-05,77,Chile
Jun-05,78,Bosnia-Herzegovina
Jun-05,80,Algeria
Jul-05,1,Brazil
Jul-05,2,Argentina
Jul-05,3,Netherlands
Jul-05,5,Mexico
Jul-05,6,United States
Jul-05,7,France
Jul-05,8,England
Jul-05,9,Spain
Jul-05,10,Portugal
Jul-05,11,Germany
Jul-05,13,Japan
Jul-05,14,Italy
Jul-05,15,Iran
Jul-05,18,Uruguay
Jul-05,20,Greece
Jul-05,21,South Korea
Jul-05,22,Croatia
Jul-05,23,Costa Rica
Jul-05,25,Colombia
Jul-05,27,Cameroon
Jul-05,29,Nigeria
Jul-05,30,Russia
Jul-05,33,Ecuador
Jul-05,39,Honduras
Jul-05,42,Switzerland
Jul-05,44,Ivory Coast
Jul-05,51,Belgium
Jul-05,60,Australia
Jul-05,70,Ghana
Jul-05,72,Chile
Jul-05,77,Bosnia-Herzegovina
Jul-05,81,Algeria
Aug-05,1,Brazil
Aug-05,2,Argentina
Aug-05,3,Netherlands
Aug-05,5,Mexico
Aug-05,6,United States
Aug-05,7,England
Aug-05,8,Spain
Aug-05,9,France
Aug-05,10,Portugal
Aug-05,11,Germany
Aug-05,13,Italy
Aug-05,15,Iran
Aug-05,17,Japan
Aug-05,18,Greece
Aug-05,20,Croatia
Aug-05,21,Costa Rica
Aug-05,23,South Korea
Aug-05,24,Colombia
Aug-05,25,Uruguay
Aug-05,28,Cameroon
Aug-05,29,Russia
Aug-05,30,Nigeria
Aug-05,33,Ecuador
Aug-05,39,Honduras
Aug-05,42,Switzerland
Aug-05,44,Ivory Coast
Aug-05,52,Belgium
Aug-05,57,Australia
Aug-05,70,Ghana
Aug-05,73,Chile
Aug-05,78,Bosnia-Herzegovina
Aug-05,81,Algeria
Sep-05,1,Brazil
Sep-05,2,Netherlands
Sep-05,3,Argentina
Sep-05,5,Mexico
Sep-05,6,France
Sep-05,7,United States
Sep-05,8,Spain
Sep-05,9,Portugal
Sep-05,11,England
Sep-05,13,Italy
Sep-05,15,Germany
Sep-05,16,Japan
Sep-05,18,Iran
Sep-05,19,Costa Rica
Sep-05,20,Greece
Sep-05,22,Cameroon
Sep-05,24,Croatia
Sep-05,25,Uruguay
Sep-05,26,Colombia
Sep-05,27,South Korea
Sep-05,29,Nigeria
Sep-05,30,Russia
Sep-05,33,Ecuador
Sep-05,38,Switzerland
Sep-05,43,Honduras
Sep-05,47,Belgium
Sep-05,50,Australia
Sep-05,51,Ivory Coast
Sep-05,62,Ghana
Sep-05,67,Bosnia-Herzegovina
Sep-05,76,Chile
Sep-05,83,Algeria
Oct-05,1,Brazil
Oct-05,2,Netherlands
Oct-05,4,Argentina
Oct-05,5,France
Oct-05,6,Mexico
Oct-05,7,United States
Oct-05,8,Spain
Oct-05,9,England
Oct-05,10,Portugal
Oct-05,12,Italy
Oct-05,15,Germany
Oct-05,16,Japan
Oct-05,17,Uruguay
Oct-05,18,Greece
Oct-05,19,Croatia
Oct-05,20,Costa Rica
Oct-05,21,Iran
Oct-05,23,Cameroon
Oct-05,24,Colombia
Oct-05,25,Nigeria
Oct-05,29,South Korea
Oct-05,30,Russia
Oct-05,36,Ecuador
Oct-05,38,Switzerland
Oct-05,40,Honduras
Oct-05,48,Ivory Coast
Oct-05,49,Belgium
Oct-05,51,Ghana
Oct-05,54,Australia
Oct-05,69,Bosnia-Herzegovina
Oct-05,72,Chile
Oct-05,82,Algeria
Nov-05,1,Brazil
Nov-05,3,Netherlands
Nov-05,4,Argentina
Nov-05,5,France
Nov-05,6,Spain
Nov-05,7,Mexico
Nov-05,8,United States
Nov-05,9,England
Nov-05,10,Portugal
Nov-05,12,Italy
Nov-05,15,Japan
Nov-05,16,Germany
Nov-05,17,Greece
Nov-05,18,Uruguay
Nov-05,19,Iran
Nov-05,20,Croatia
Nov-05,21,Costa Rica
Nov-05,22,Cameroon
Nov-05,25,Colombia
Nov-05,26,Nigeria
Nov-05,29,South Korea
Nov-05,34,Russia
Nov-05,36,Switzerland
Nov-05,37,Ecuador
Nov-05,41,Ivory Coast
Nov-05,42,Honduras
Nov-05,49,Australia
Nov-05,50,Ghana
Nov-05,52,Belgium
Nov-05,64,Chile
Nov-05,65,Bosnia-Herzegovina
Nov-05,82,Algeria
Dec-05,1,Brazil
Dec-05,3,Netherlands
Dec-05,4,Argentina
Dec-05,5,Mexico
Dec-05,6,Spain
Dec-05,7,France
Dec-05,8,United States
Dec-05,9,England
Dec-05,10,Portugal
Dec-05,12,Italy
Dec-05,15,Japan
Dec-05,16,Germany
Dec-05,17,Greece
Dec-05,18,Uruguay
Dec-05,19,Iran
Dec-05,20,Croatia
Dec-05,21,Costa Rica
Dec-05,23,Cameroon
Dec-05,24,Colombia
